model,MAE,MAPE,RMSE
SARIMA,81.9325630697114,8.512165211666074,123.57743366541591
LSTM,118.33928158926585,23.175822834636577,147.40666785026738
TCN,97.52673263398428,11.310292761787617,140.88117145413585
